geometry.coordinates,geometry.type,properties.bike,properties.bike_avg,properties.car,properties.car_avg,properties.car_speed_buckets,properties.car_speed_histogram,properties.id,properties.last_data_package,properties.lorry,properties.lorry_avg,properties.oneway,properties.pedestrian,properties.pedestrian_avg,properties.road_speed,properties.road_type,properties.speed,properties.typical_data,type
"[[[3.754934554490344, 51.051955732575344], [3.755084584662906, 51.05195397276109], [3.755763453463193, 51.05187957148348], [3.755984185764983, 51.05185387566334], [3.756078052094843, 51.05184294799599]]]",MultiLineString,1698.0,65,10297.0,533,"[0, 1, 2, 3, 4, 5, 6, 7]","[2393, 2358, 2913, 1491, 174, 139, 139, 694]",116992,2020-02-14T08:21:23.252Z,2878.0,87,False,451.0,21,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 21, 'bike': 82, 'car': 456, 'lorry': 72}, {'hour': '09:00:00', 'pedestrian': 15, 'bike': 61, 'car': 422, 'lorry': 72}, {'hour': '10:00:00', 'pedestrian': 20, 'bike': 75, 'car': 426, 'lorry': 65}, {'hour': '11:00:00', 'pedestrian': 22, 'bike': 89, 'car': 444, 'lorry': 68}, {'hour': '12:00:00', 'pedestrian': 17, 'bike': 94, 'car': 490, 'lorry': 71}, {'hour': '13:00:00', 'pedestrian': 18, 'bike': 78, 'car': 464, 'lorry': 69}, {'hour': '14:00:00', 'pedestrian': 17, 'bike': 96, 'car': 462, 'lorry': 65}, {'hour': '15:00:00', 'pedestrian': 20, 'bike': 121, 'car': 473, 'lorry': 60}, {'hour': '16:00:00', 'pedestrian': 25, 'bike': 135, 'car': 521, 'lorry': 61}, {'hour': '17:00:00', 'pedestrian': 23, 'bike': 145, 'car': 588, 'lorry': 56}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.372792727063384, 50.858294308003344], [4.372723517850141, 50.858306572427985], [4.372505065218682, 50.85836111153527], [4.372371134080506, 50.85841095828937], [4.370486946392691, 50.858879238607784]]]",MultiLineString,78.0,16,78.0,15,[0],[79],1003073218,2020-02-14T09:26:40.132Z,20.0,4,False,0.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 44, 'car': 21, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 8, 'bike': 69, 'car': 41, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 52, 'car': 29, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 53, 'car': 17, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 53, 'car': 21, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 69, 'car': 18, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 63, 'car': 20, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 60, 'car': 23, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 75, 'car': 25, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 4, 'bike': 86, 'car': 60, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 25, 'bike': 68, 'car': 80, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 38, 'bike': 74, 'car': 89, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 31, 'bike': 62, 'car': 66, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.704428759127789, 50.86683709944288], [4.704526818540214, 50.86684352492891], [4.705011245559151, 50.86687526813257], [4.705150872767176, 50.86688436350169], [4.705287608010114, 50.86690866151931], [4.705643967577471, 50.86698911291495], [4.705823192778662, 50.86702957453609]]]",MultiLineString,377.0,24,377.0,12,"[0, 1, 2, 4]","[51, 252, 63, 13]",348648,2020-02-14T10:08:21.327Z,289.0,24,False,151.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 16, 'car': 0, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 1, 'bike': 10, 'car': 19, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 7, 'bike': 16, 'car': 20, 'lorry': 1}, {'hour': '09:00:00', 'pedestrian': 5, 'bike': 9, 'car': 16, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 4, 'bike': 9, 'car': 17, 'lorry': 1}, {'hour': '11:00:00', 'pedestrian': 4, 'bike': 13, 'car': 20, 'lorry': 1}, {'hour': '12:00:00', 'pedestrian': 5, 'bike': 17, 'car': 19, 'lorry': 1}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 15, 'car': 19, 'lorry': 1}, {'hour': '14:00:00', 'pedestrian': 4, 'bike': 14, 'car': 20, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 7, 'bike': 16, 'car': 23, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 9, 'bike': 19, 'car': 25, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 10, 'bike': 22, 'car': 34, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 8, 'bike': 20, 'car': 36, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 2, 'bike': 21, 'car': 26, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 2, 'bike': 21, 'car': 20, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.674998752607195, 51.09943111049607], [4.6749748752332945, 51.0994886939329], [4.674950390680458, 51.09954774190028], [4.674899332373785, 51.09966662161574], [4.674896645187919, 51.09967287910799], [4.674852944489867, 51.09977463002389]]]",MultiLineString,135.0,13,2592.0,68,"[0, 1, 2, 3, 4, 5, 6]","[9, 63, 153, 783, 1224, 333, 27]",443831,2020-02-14T10:33:46.617Z,477.0,22,False,45.0,2,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 3, 'car': 92, 'lorry': 10}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 4, 'car': 111, 'lorry': 9}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 4, 'car': 82, 'lorry': 16}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 4, 'car': 86, 'lorry': 19}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 4, 'car': 97, 'lorry': 18}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 6, 'car': 99, 'lorry': 14}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 7, 'car': 91, 'lorry': 14}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 8, 'car': 99, 'lorry': 13}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 9, 'car': 107, 'lorry': 16}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 10, 'car': 132, 'lorry': 15}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 3, 'car': 147, 'lorry': 10}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 8, 'car': 175, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.66274931940414, 50.837485864128844], [4.662726591623051, 50.83748623537668], [4.662464660227793, 50.837490516177255], [4.662374238764282, 50.83749199336382], [4.662043946701706, 50.83749505304863], [4.6617122527300525, 50.83749812509445], [4.661550097556015, 50.8374996264983], [4.6611384897282395, 50.837497602678354], [4.660857222480669, 50.83749502074526], [4.660488659243068, 50.83750355040846], [4.660265508826292, 50.837508714549465]]]",MultiLineString,289.0,16,1702.0,57,"[0, 1, 2, 3, 4, 5, 6]","[123, 58, 232, 694, 450, 129, 20]",548746,2020-02-14T12:00:53.968Z,315.0,7,False,103.0,1,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 177, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 5, 'bike': 11, 'car': 98, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 4, 'bike': 7, 'car': 63, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 5, 'bike': 5, 'car': 61, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 4, 'bike': 10, 'car': 68, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 4, 'bike': 12, 'car': 63, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 9, 'car': 59, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 5, 'bike': 8, 'car': 64, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 6, 'bike': 11, 'car': 75, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 6, 'bike': 16, 'car': 91, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 4, 'bike': 16, 'car': 99, 'lorry': 6}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.835507835814152, 50.98088717610852], [4.835642055145799, 50.98077415776863], [4.835922546430037, 50.98053797239961], [4.835945543856547, 50.98051860779401]]]",MultiLineString,256.0,11,1851.0,74,"[0, 1, 2, 3, 4, 5, 6, 7]","[75, 106, 212, 262, 393, 405, 187, 212]",165203,2020-02-14T12:08:06.900Z,530.0,43,False,180.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 0, 'car': 17, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 1, 'bike': 4, 'car': 39, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 4, 'bike': 18, 'car': 82, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 5, 'bike': 14, 'car': 121, 'lorry': 4}, {'hour': '09:00:00', 'pedestrian': 2, 'bike': 13, 'car': 97, 'lorry': 7}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 17, 'car': 109, 'lorry': 5}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 22, 'car': 116, 'lorry': 5}, {'hour': '12:00:00', 'pedestrian': 3, 'bike': 25, 'car': 119, 'lorry': 3}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 25, 'car': 115, 'lorry': 3}, {'hour': '14:00:00', 'pedestrian': 4, 'bike': 25, 'car': 118, 'lorry': 2}, {'hour': '15:00:00', 'pedestrian': 8, 'bike': 31, 'car': 139, 'lorry': 4}, {'hour': '16:00:00', 'pedestrian': 8, 'bike': 29, 'car': 154, 'lorry': 5}, {'hour': '17:00:00', 'pedestrian': 6, 'bike': 31, 'car': 183, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 4, 'bike': 27, 'car': 170, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 4, 'bike': 22, 'car': 126, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 3, 'bike': 17, 'car': 91, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 1, 'bike': 12, 'car': 65, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 0, 'car': 42, 'lorry': 0}]",Feature
"[[[4.436017842713689, 51.21797928225634], [4.435970305168867, 51.21807030209305], [4.435454561774583, 51.21905777988301], [4.435421619591405, 51.21912085261524]]]",MultiLineString,574.0,28,862.0,28,"[0, 1, 2, 3, 4, 5, 6, 7]","[173, 435, 198, 20, 7, 13, 7, 13]",421399,2020-02-14T12:11:26.432Z,128.0,7,False,134.0,7,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 0, 'car': 30, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 1, 'bike': 14, 'car': 11, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 3, 'bike': 23, 'car': 25, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 3, 'bike': 19, 'car': 21, 'lorry': 3}, {'hour': '10:00:00', 'pedestrian': 3, 'bike': 14, 'car': 27, 'lorry': 3}, {'hour': '11:00:00', 'pedestrian': 2, 'bike': 14, 'car': 33, 'lorry': 3}, {'hour': '12:00:00', 'pedestrian': 3, 'bike': 20, 'car': 37, 'lorry': 3}, {'hour': '13:00:00', 'pedestrian': 3, 'bike': 21, 'car': 39, 'lorry': 3}, {'hour': '14:00:00', 'pedestrian': 3, 'bike': 21, 'car': 39, 'lorry': 3}, {'hour': '15:00:00', 'pedestrian': 3, 'bike': 27, 'car': 50, 'lorry': 3}, {'hour': '16:00:00', 'pedestrian': 4, 'bike': 32, 'car': 51, 'lorry': 2}, {'hour': '17:00:00', 'pedestrian': 3, 'bike': 35, 'car': 53, 'lorry': 1}, {'hour': '18:00:00', 'pedestrian': 3, 'bike': 33, 'car': 53, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 4, 'bike': 35, 'car': 49, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 0, 'bike': 21, 'car': 75, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.434336465746538, 50.89482603825627], [4.434369086226688, 50.89478927177725], [4.434470867501505, 50.89474158341504], [4.434544616067844, 50.894707028162806], [4.434558379595788, 50.89470058022351], [4.43540985383682, 50.89427321347218], [4.435522034545027, 50.894216906816325], [4.4355430454191325, 50.89421378110329], [4.435640149052166, 50.894199334165585]]]",MultiLineString,794.0,37,4446.0,195,"[0, 1, 2, 3, 4, 5, 7]","[477, 3265, 618, 18, 18, 18, 36]",64806,2020-02-14T23:01:52.822Z,459.0,15,False,671.0,12,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 13, 'bike': 10, 'car': 123, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 10, 'bike': 11, 'car': 104, 'lorry': 5}, {'hour': '10:00:00', 'pedestrian': 12, 'bike': 15, 'car': 101, 'lorry': 6}, {'hour': '11:00:00', 'pedestrian': 12, 'bike': 16, 'car': 112, 'lorry': 6}, {'hour': '12:00:00', 'pedestrian': 18, 'bike': 20, 'car': 144, 'lorry': 5}, {'hour': '13:00:00', 'pedestrian': 19, 'bike': 22, 'car': 138, 'lorry': 6}, {'hour': '14:00:00', 'pedestrian': 14, 'bike': 14, 'car': 141, 'lorry': 7}, {'hour': '15:00:00', 'pedestrian': 14, 'bike': 19, 'car': 164, 'lorry': 8}, {'hour': '16:00:00', 'pedestrian': 14, 'bike': 25, 'car': 187, 'lorry': 5}, {'hour': '17:00:00', 'pedestrian': 8, 'bike': 26, 'car': 201, 'lorry': 5}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.694492390359909, 50.85776573793155], [4.694399519569864, 50.85784659580078], [4.694395350800094, 50.85784905716325], [4.693881140182235, 50.85815263610726], [4.693511355982566, 50.85837094489328], [4.693088399431587, 50.85865695189327], [4.693071074060208, 50.8586686670578], [4.693031709748221, 50.85869782521217], [4.693007390323934, 50.858728443874014], [4.6929786315423785, 50.85878249833062]]]",MultiLineString,557.0,22,697.0,37,"[0, 1, 2, 3, 4, 5, 6, 7]","[285, 276, 69, 7, 7, 13, 16, 28]",348995,2020-02-15T02:12:50.599Z,81.0,1,False,535.0,18,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 3, 'car': 0, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 1, 'car': 6, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 4, 'bike': 8, 'car': 15, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 8, 'bike': 17, 'car': 29, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 7, 'bike': 10, 'car': 23, 'lorry': 1}, {'hour': '10:00:00', 'pedestrian': 6, 'bike': 10, 'car': 22, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 6, 'bike': 12, 'car': 24, 'lorry': 1}, {'hour': '12:00:00', 'pedestrian': 8, 'bike': 15, 'car': 24, 'lorry': 1}, {'hour': '13:00:00', 'pedestrian': 6, 'bike': 10, 'car': 19, 'lorry': 1}, {'hour': '14:00:00', 'pedestrian': 7, 'bike': 9, 'car': 18, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 12, 'bike': 12, 'car': 22, 'lorry': 1}, {'hour': '16:00:00', 'pedestrian': 13, 'bike': 15, 'car': 24, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 10, 'bike': 19, 'car': 27, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 9, 'bike': 12, 'car': 24, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 9, 'bike': 9, 'car': 20, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 6, 'bike': 7, 'car': 15, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 5, 'bike': 6, 'car': 11, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 0, 'car': 12, 'lorry': 0}]",Feature
"[[[3.976352775937359, 50.959212860913446], [3.9763525869170633, 50.95917616364242], [3.9763539178995595, 50.959016823471764], [3.9763772526767944, 50.95889173335572], [3.9763801172919235, 50.95887955479216], [3.976399394102997, 50.95879760573562], [3.9764176147069294, 50.95872017170159], [3.976455181437552, 50.95861223546942], [3.976491022287348, 50.95851678304892], [3.9765009921465775, 50.95849020492759], [3.9766013676578207, 50.95830585352843], [3.9767519010280123, 50.95803622507941], [3.9768732269268927, 50.95782608031639], [3.9769753471353053, 50.95767455396415], [3.9771020329362705, 50.95749224915661], [3.977207190638568, 50.9573518524401]]]",MultiLineString,406.0,18,9634.0,405,"[0, 1, 2, 3, 4, 5, 6, 7]","[2029, 2840, 2231, 1217, 710, 203, 203, 203]",126259,2020-02-15T04:05:08.271Z,5374.0,218,False,0.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 24, 'car': 389, 'lorry': 28}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 16, 'car': 563, 'lorry': 126}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 12, 'car': 528, 'lorry': 147}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 11, 'car': 514, 'lorry': 154}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 13, 'car': 516, 'lorry': 157}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 12, 'car': 532, 'lorry': 161}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 12, 'car': 541, 'lorry': 179}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 18, 'car': 497, 'lorry': 183}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 22, 'car': 554, 'lorry': 174}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 20, 'car': 585, 'lorry': 175}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 13, 'car': 686, 'lorry': 173}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.706488281540149, 50.86718092698418], [4.706473608633916, 50.86725326947644], [4.706468093997244, 50.86728045943414], [4.706367218193096, 50.86777780670117], [4.706318089144727, 50.868041001313685], [4.706293561555584, 50.868177821354884], [4.706255179569692, 50.868266249359294], [4.7061862792456175, 50.868378490803586], [4.706137937893366, 50.86845734921191], [4.706108905508899, 50.868504709546734], [4.706102105487667, 50.86851580253651], [4.706091301112632, 50.86853342786528]]]",MultiLineString,176.0,8,176.0,8,"[1, 2]","[118, 59]",351155,2020-02-15T07:27:49.282Z,59.0,3,False,59.0,3,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 0, 'car': 5, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 4, 'car': 7, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 15, 'bike': 29, 'car': 27, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 19, 'bike': 54, 'car': 49, 'lorry': 1}, {'hour': '09:00:00', 'pedestrian': 9, 'bike': 28, 'car': 33, 'lorry': 1}, {'hour': '10:00:00', 'pedestrian': 8, 'bike': 24, 'car': 33, 'lorry': 1}, {'hour': '11:00:00', 'pedestrian': 7, 'bike': 23, 'car': 37, 'lorry': 1}, {'hour': '12:00:00', 'pedestrian': 7, 'bike': 31, 'car': 40, 'lorry': 1}, {'hour': '13:00:00', 'pedestrian': 7, 'bike': 30, 'car': 35, 'lorry': 2}, {'hour': '14:00:00', 'pedestrian': 7, 'bike': 24, 'car': 32, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 11, 'bike': 29, 'car': 38, 'lorry': 3}, {'hour': '16:00:00', 'pedestrian': 15, 'bike': 41, 'car': 44, 'lorry': 1}, {'hour': '17:00:00', 'pedestrian': 15, 'bike': 40, 'car': 55, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 10, 'bike': 34, 'car': 39, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 9, 'bike': 24, 'car': 27, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 7, 'bike': 16, 'car': 20, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 4, 'bike': 14, 'car': 14, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.5149139005997325, 51.19508233771026], [4.514956656172248, 51.195077568558546], [4.515001291601246, 51.19507258880844], [4.515255416931741, 51.19505268366557], [4.515674826320558, 51.19501983183778], [4.517294374459632, 51.195035030270354], [4.518075523979725, 51.19504361704496], [4.519035518434827, 51.19505798065536], [4.519367837407211, 51.195051256482415], [4.519753081691312, 51.19502358137648], [4.520764316152025, 51.194908315768544], [4.521241548164327, 51.194854934922496], [4.5215086924736525, 51.194825051988]]]",MultiLineString,0.0,0,56.0,4,[0],[57],170279,2020-02-15T08:03:27.213Z,0.0,0,False,0.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 5, 'car': 5, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 7, 'bike': 11, 'car': 50, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 6, 'bike': 9, 'car': 30, 'lorry': 3}, {'hour': '10:00:00', 'pedestrian': 6, 'bike': 10, 'car': 26, 'lorry': 2}, {'hour': '11:00:00', 'pedestrian': 6, 'bike': 13, 'car': 25, 'lorry': 4}, {'hour': '12:00:00', 'pedestrian': 4, 'bike': 19, 'car': 24, 'lorry': 5}, {'hour': '13:00:00', 'pedestrian': 6, 'bike': 16, 'car': 22, 'lorry': 4}, {'hour': '14:00:00', 'pedestrian': 6, 'bike': 12, 'car': 26, 'lorry': 4}, {'hour': '15:00:00', 'pedestrian': 7, 'bike': 18, 'car': 30, 'lorry': 5}, {'hour': '16:00:00', 'pedestrian': 6, 'bike': 24, 'car': 42, 'lorry': 6}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 15, 'car': 75, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
