geometry.coordinates,geometry.type,properties.bike,properties.bike_avg,properties.car,properties.car_avg,properties.car_speed_buckets,properties.car_speed_histogram,properties.id,properties.last_data_package,properties.lorry,properties.lorry_avg,properties.oneway,properties.pedestrian,properties.pedestrian_avg,properties.road_speed,properties.road_type,properties.speed,properties.typical_data,type
"[[[4.592005171777555, 51.00248468061392], [4.592062227004866, 51.002485334301696], [4.592127561678861, 51.002486082656034], [4.592292986280704, 51.00252032322022], [4.5924506812980255, 51.00254548502999], [4.592537960535882, 51.00255719630817], [4.592584321775972, 51.002563417226355], [4.593281348840687, 51.0026530224964], [4.593774544003604, 51.00271391415297], [4.59395337624833, 51.002738427035624], [4.594154370954115, 51.0027762349253], [4.594361154600752, 51.00281888058027], [4.594511203505788, 51.00285193542831], [4.595340420908614, 51.00305464123726], [4.595375195436918, 51.00306151166615], [4.59562606208795, 51.00311107657061], [4.595765319068425, 51.00312857777528]]]",MultiLineString,153.0,18,1883.0,369,"[0, 1, 2, 3, 4, 5, 6, 7]","[14, 27, 226, 844, 618, 130, 4, 24]",344889,2020-02-17T21:56:17.370Z,176.0,64,False,64.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 61, 'car': 298, 'lorry': 21}, {'hour': '08:00:00', 'pedestrian': 5, 'bike': 16, 'car': 245, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 2, 'bike': 6, 'car': 101, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 7, 'car': 91, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 5, 'bike': 10, 'car': 101, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 5, 'bike': 10, 'car': 111, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 13, 'car': 110, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 3, 'bike': 12, 'car': 97, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 4, 'bike': 18, 'car': 137, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 5, 'bike': 30, 'car': 224, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 13, 'car': 315, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.720274892585908, 50.88263874943332], [4.7202553775585185, 50.88272962890953], [4.7201072375892945, 50.88341947488046], [4.720087140283397, 50.883512718354474]]]",MultiLineString,550.0,81,3041.0,202,"[0, 1, 2, 3, 4, 5, 6, 7]","[120, 805, 1564, 398, 62, 33, 17, 46]",506120,2020-02-17T21:56:18.325Z,71.0,0,False,9.0,2,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 6, 'car': 24, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 13, 'car': 52, 'lorry': 1}, {'hour': '07:00:00', 'pedestrian': 1, 'bike': 32, 'car': 116, 'lorry': 3}, {'hour': '08:00:00', 'pedestrian': 1, 'bike': 59, 'car': 173, 'lorry': 6}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 35, 'car': 131, 'lorry': 4}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 36, 'car': 133, 'lorry': 4}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 36, 'car': 143, 'lorry': 5}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 39, 'car': 148, 'lorry': 6}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 38, 'car': 150, 'lorry': 5}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 38, 'car': 147, 'lorry': 5}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 47, 'car': 155, 'lorry': 5}, {'hour': '16:00:00', 'pedestrian': 2, 'bike': 60, 'car': 169, 'lorry': 4}, {'hour': '17:00:00', 'pedestrian': 3, 'bike': 69, 'car': 182, 'lorry': 4}, {'hour': '18:00:00', 'pedestrian': 3, 'bike': 61, 'car': 178, 'lorry': 3}, {'hour': '19:00:00', 'pedestrian': 1, 'bike': 48, 'car': 150, 'lorry': 1}, {'hour': '20:00:00', 'pedestrian': 3, 'bike': 38, 'car': 117, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 2, 'bike': 29, 'car': 100, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 25, 'car': 94, 'lorry': 0}]",Feature
"[[[4.751620191574155, 50.89206956725596], [4.751633162524422, 50.89215613777987], [4.751634985699648, 50.89216830635964], [4.751665011866186, 50.89253240471103], [4.7516677026206295, 50.892625278744774], [4.751659113909678, 50.89266763145442], [4.751656558545524, 50.89268031084763], [4.751635732332852, 50.892732931161085], [4.751603242874596, 50.89277703385828], [4.751373637592062, 50.89305581946839], [4.751314345133749, 50.89313056357577], [4.751289599311627, 50.893176474472796], [4.751279246182833, 50.893210116674766], [4.751277597411655, 50.89324495303693], [4.751280017727862, 50.89326386482365], [4.751282757648328, 50.893285266740634], [4.751289085103613, 50.893320688064975]]]",MultiLineString,135.0,4,1741.0,145,"[0, 1, 2, 3, 4, 5, 6, 7]","[23, 36, 271, 1011, 326, 49, 7, 23]",349957,2020-02-17T21:56:18.669Z,23.0,39,False,255.0,8,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 0, 'car': 8, 'lorry': 4}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 2, 'car': 17, 'lorry': 4}, {'hour': '07:00:00', 'pedestrian': 1, 'bike': 8, 'car': 47, 'lorry': 5}, {'hour': '08:00:00', 'pedestrian': 4, 'bike': 13, 'car': 87, 'lorry': 12}, {'hour': '09:00:00', 'pedestrian': 4, 'bike': 8, 'car': 80, 'lorry': 14}, {'hour': '10:00:00', 'pedestrian': 3, 'bike': 8, 'car': 75, 'lorry': 20}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 8, 'car': 79, 'lorry': 20}, {'hour': '12:00:00', 'pedestrian': 3, 'bike': 10, 'car': 91, 'lorry': 17}, {'hour': '13:00:00', 'pedestrian': 3, 'bike': 11, 'car': 82, 'lorry': 14}, {'hour': '14:00:00', 'pedestrian': 2, 'bike': 11, 'car': 85, 'lorry': 16}, {'hour': '15:00:00', 'pedestrian': 4, 'bike': 13, 'car': 92, 'lorry': 14}, {'hour': '16:00:00', 'pedestrian': 5, 'bike': 18, 'car': 111, 'lorry': 14}, {'hour': '17:00:00', 'pedestrian': 5, 'bike': 18, 'car': 116, 'lorry': 12}, {'hour': '18:00:00', 'pedestrian': 6, 'bike': 20, 'car': 82, 'lorry': 10}, {'hour': '19:00:00', 'pedestrian': 3, 'bike': 12, 'car': 61, 'lorry': 10}, {'hour': '20:00:00', 'pedestrian': 2, 'bike': 8, 'car': 45, 'lorry': 5}, {'hour': '21:00:00', 'pedestrian': 1, 'bike': 4, 'car': 37, 'lorry': 2}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 0, 'car': 38, 'lorry': 0}]",Feature
"[[[4.368014939091611, 50.865447265946564], [4.367992912872703, 50.86531933691946], [4.368039620549206, 50.86527711658095], [4.370855657665288, 50.864728164163374], [4.370966415972713, 50.86470659359696]]]",MultiLineString,441.0,28,2400.0,63,"[0, 1, 2, 3, 4, 5, 6, 7]","[188, 940, 994, 177, 24, 24, 12, 47]",1003073452,2020-02-17T21:56:18.711Z,81.0,14,False,549.0,40,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 40, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 16, 'bike': 10, 'car': 28, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 14, 'bike': 9, 'car': 24, 'lorry': 1}, {'hour': '10:00:00', 'pedestrian': 16, 'bike': 9, 'car': 35, 'lorry': 3}, {'hour': '11:00:00', 'pedestrian': 19, 'bike': 12, 'car': 44, 'lorry': 3}, {'hour': '12:00:00', 'pedestrian': 21, 'bike': 13, 'car': 50, 'lorry': 4}, {'hour': '13:00:00', 'pedestrian': 21, 'bike': 13, 'car': 56, 'lorry': 3}, {'hour': '14:00:00', 'pedestrian': 20, 'bike': 14, 'car': 61, 'lorry': 3}, {'hour': '15:00:00', 'pedestrian': 24, 'bike': 21, 'car': 62, 'lorry': 3}, {'hour': '16:00:00', 'pedestrian': 21, 'bike': 24, 'car': 67, 'lorry': 3}, {'hour': '17:00:00', 'pedestrian': 27, 'bike': 24, 'car': 81, 'lorry': 5}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.062417032325852, 51.007061330563126], [4.062451377567401, 51.007007603347155], [4.063748874424793, 51.00553970688638], [4.0646655576062525, 51.00458643499703], [4.064778604830351, 51.00446886570427]]]",MultiLineString,97.0,14,612.0,28,"[0, 1, 2, 3, 4, 5, 6, 7]","[24, 50, 127, 263, 130, 14, 4, 4]",73159,2020-02-17T21:56:19.436Z,70.0,3,False,80.0,2,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 24, 'car': 49, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 4, 'car': 25, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 5, 'car': 20, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 6, 'car': 23, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 1, 'bike': 4, 'car': 30, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 2, 'bike': 5, 'car': 28, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 6, 'car': 23, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 7, 'car': 22, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 4, 'bike': 9, 'car': 26, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 4, 'bike': 8, 'car': 26, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 3, 'bike': 11, 'car': 28, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.70630229582457, 50.868481002547796], [4.707183795824373, 50.868678902547884], [4.707708695824255, 50.86882120254786], [4.708041395824187, 50.868942102547884], [4.7080868958241755, 50.868958702547886]]]",MultiLineString,170.0,66,13452.0,512,"[0, 1, 2, 3, 4, 5, 6, 7]","[149, 401, 2408, 6302, 3481, 439, 114, 161]",9000000056,2020-02-17T21:56:20.558Z,16.0,261,False,3.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 240, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 26, 'car': 523, 'lorry': 10}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 10, 'car': 620, 'lorry': 18}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 13, 'car': 707, 'lorry': 13}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 16, 'car': 712, 'lorry': 3}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 24, 'car': 825, 'lorry': 6}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 20, 'car': 866, 'lorry': 8}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 10, 'car': 722, 'lorry': 6}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 18, 'car': 642, 'lorry': 5}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 18, 'car': 822, 'lorry': 5}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 16, 'car': 756, 'lorry': 5}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.554850904499829, 50.83877074808877], [4.554628197586567, 50.83890537126462], [4.5545802634397425, 50.83893434643423], [4.554514940132549, 50.838973833505676], [4.554320806006264, 50.83909118464386], [4.553798511202602, 50.83937952590632], [4.5533977537460215, 50.83956708754964], [4.552936159087699, 50.83978384516117], [4.552715338588227, 50.83986188241426], [4.551522390678077, 50.84038878743461], [4.550300082482925, 50.84089772025905], [4.550031901958883, 50.8410093793354]]]",MultiLineString,336.0,10,8210.0,348,"[0, 1, 2, 3, 4, 5, 6, 7]","[223, 786, 3765, 2782, 559, 38, 17, 43]",86907,2020-02-17T21:56:20.846Z,571.0,102,False,177.0,8,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 328, 'lorry': 28}, {'hour': '08:00:00', 'pedestrian': 6, 'bike': 6, 'car': 317, 'lorry': 33}, {'hour': '09:00:00', 'pedestrian': 5, 'bike': 5, 'car': 243, 'lorry': 45}, {'hour': '10:00:00', 'pedestrian': 4, 'bike': 6, 'car': 225, 'lorry': 36}, {'hour': '11:00:00', 'pedestrian': 4, 'bike': 7, 'car': 239, 'lorry': 34}, {'hour': '12:00:00', 'pedestrian': 3, 'bike': 12, 'car': 260, 'lorry': 32}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 11, 'car': 230, 'lorry': 34}, {'hour': '14:00:00', 'pedestrian': 6, 'bike': 13, 'car': 237, 'lorry': 26}, {'hour': '15:00:00', 'pedestrian': 6, 'bike': 13, 'car': 314, 'lorry': 34}, {'hour': '16:00:00', 'pedestrian': 7, 'bike': 13, 'car': 315, 'lorry': 44}, {'hour': '17:00:00', 'pedestrian': 3, 'bike': 9, 'car': 355, 'lorry': 48}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.321549756465089, 50.93861189581027], [4.321793794147285, 50.938633279893956], [4.32185752633255, 50.93863886479832], [4.322072744404939, 50.93868204479975], [4.3222061082960925, 50.93872590013031], [4.3223154547292815, 50.938774800665726], [4.3225250533851565, 50.93890489945241], [4.322751713628527, 50.939043978177395], [4.322981407705357, 50.93913530086006], [4.323120304926424, 50.939174812502195], [4.323398922582221, 50.93927362178175], [4.323477983479199, 50.939302793724345], [4.323618703708795, 50.93935471612579]]]",MultiLineString,132.0,8,2357.0,199,"[0, 1, 2, 3, 4, 5, 6, 7]","[41, 14, 369, 1186, 561, 102, 24, 65]",63449,2020-02-17T21:56:21.444Z,138.0,8,False,105.0,5,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 6, 'bike': 11, 'car': 129, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 3, 'bike': 6, 'car': 123, 'lorry': 3}, {'hour': '09:00:00', 'pedestrian': 5, 'bike': 6, 'car': 113, 'lorry': 6}, {'hour': '10:00:00', 'pedestrian': 5, 'bike': 7, 'car': 109, 'lorry': 11}, {'hour': '11:00:00', 'pedestrian': 6, 'bike': 10, 'car': 113, 'lorry': 10}, {'hour': '12:00:00', 'pedestrian': 5, 'bike': 9, 'car': 107, 'lorry': 8}, {'hour': '13:00:00', 'pedestrian': 4, 'bike': 10, 'car': 106, 'lorry': 11}, {'hour': '14:00:00', 'pedestrian': 4, 'bike': 9, 'car': 110, 'lorry': 10}, {'hour': '15:00:00', 'pedestrian': 6, 'bike': 9, 'car': 127, 'lorry': 11}, {'hour': '16:00:00', 'pedestrian': 8, 'bike': 7, 'car': 155, 'lorry': 11}, {'hour': '17:00:00', 'pedestrian': 9, 'bike': 9, 'car': 192, 'lorry': 4}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.870678133295015, 51.32724600242413], [4.8706337023242465, 51.3272598506148], [4.870301269809099, 51.327363453285045]]]",MultiLineString,23.0,0,1248.0,50,"[0, 1, 2, 3, 4, 5, 6, 7]","[121, 74, 148, 175, 309, 232, 105, 88]",282964,2020-02-17T21:56:21.865Z,0.0,0,False,6.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 47, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 6, 'car': 109, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 5, 'car': 74, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 8, 'car': 67, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 4, 'car': 79, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 5, 'car': 70, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 4, 'car': 71, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 6, 'car': 67, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 6, 'car': 89, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 4, 'car': 114, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 2, 'car': 104, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 0, 'car': 50, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.753213824989309, 50.86500664374284], [4.753474699778497, 50.86497737366707], [4.753535433301304, 50.86497055896352], [4.753941588181289, 50.865108342983966], [4.754438245429944, 50.865227316822875], [4.7551799954479295, 50.86536478145227], [4.755713777055588, 50.86541746174815], [4.7563221752686635, 50.86545112304442], [4.756384492058218, 50.86545457018232], [4.757154570991335, 50.865497171143794], [4.7573313875563255, 50.865506952161034]]]",MultiLineString,124.0,45,2386.0,382,"[0, 1, 2, 3, 4, 5, 7]","[66, 186, 1301, 748, 69, 10, 10]",245101,2020-02-17T21:56:22.105Z,29.0,43,False,56.0,11,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 30, 'car': 310, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 3, 'bike': 14, 'car': 213, 'lorry': 10}, {'hour': '09:00:00', 'pedestrian': 3, 'bike': 9, 'car': 131, 'lorry': 13}, {'hour': '10:00:00', 'pedestrian': 4, 'bike': 11, 'car': 118, 'lorry': 11}, {'hour': '11:00:00', 'pedestrian': 4, 'bike': 18, 'car': 105, 'lorry': 10}, {'hour': '12:00:00', 'pedestrian': 4, 'bike': 21, 'car': 120, 'lorry': 9}, {'hour': '13:00:00', 'pedestrian': 5, 'bike': 16, 'car': 104, 'lorry': 11}, {'hour': '14:00:00', 'pedestrian': 3, 'bike': 14, 'car': 117, 'lorry': 11}, {'hour': '15:00:00', 'pedestrian': 4, 'bike': 15, 'car': 170, 'lorry': 13}, {'hour': '16:00:00', 'pedestrian': 4, 'bike': 20, 'car': 216, 'lorry': 15}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 20, 'car': 276, 'lorry': 4}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.397534458142373, 51.21279305827269], [4.397574782088789, 51.21287558401109], [4.398011051013914, 51.21376842671547], [4.39806046254487, 51.213869546906324]]]",MultiLineString,2376.0,234,8199.0,409,"[0, 1, 2, 3, 4, 5, 6, 7]","[898, 1820, 3705, 1333, 207, 68, 43, 129]",504407,2020-02-17T21:56:22.740Z,1037.0,64,False,2393.0,110,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 128, 'bike': 77, 'car': 383, 'lorry': 77}, {'hour': '08:00:00', 'pedestrian': 131, 'bike': 149, 'car': 415, 'lorry': 77}, {'hour': '09:00:00', 'pedestrian': 132, 'bike': 126, 'car': 370, 'lorry': 98}, {'hour': '10:00:00', 'pedestrian': 170, 'bike': 158, 'car': 394, 'lorry': 97}, {'hour': '11:00:00', 'pedestrian': 173, 'bike': 166, 'car': 411, 'lorry': 93}, {'hour': '12:00:00', 'pedestrian': 196, 'bike': 202, 'car': 453, 'lorry': 74}, {'hour': '13:00:00', 'pedestrian': 161, 'bike': 187, 'car': 424, 'lorry': 80}, {'hour': '14:00:00', 'pedestrian': 158, 'bike': 160, 'car': 432, 'lorry': 78}, {'hour': '15:00:00', 'pedestrian': 196, 'bike': 203, 'car': 452, 'lorry': 75}, {'hour': '16:00:00', 'pedestrian': 210, 'bike': 201, 'car': 444, 'lorry': 83}, {'hour': '17:00:00', 'pedestrian': 236, 'bike': 241, 'car': 464, 'lorry': 76}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.691617821126801, 50.882923537908745], [4.691755072376762, 50.88314881187008], [4.691807590935098, 50.88323105173253], [4.691822761895136, 50.88325480834075], [4.6918616193221645, 50.883315654305385]]]",MultiLineString,339.0,24,369.0,49,"[0, 1, 2, 3, 4, 5, 6, 7]","[23, 98, 128, 40, 33, 23, 10, 17]",347948,2020-02-17T21:56:23.029Z,3.0,0,False,58.0,7,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 0, 'car': 3, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 4, 'car': 3, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 3, 'car': 1, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 1, 'bike': 4, 'car': 3, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 6, 'car': 6, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 1, 'bike': 6, 'car': 6, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 8, 'car': 6, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 1, 'bike': 6, 'car': 7, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 6, 'car': 8, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 8, 'car': 9, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 1, 'bike': 6, 'car': 9, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 8, 'car': 6, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 8, 'car': 5, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 6, 'car': 4, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 0, 'bike': 4, 'car': 2, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 0, 'bike': 4, 'car': 1, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 0, 'bike': 5, 'car': 1, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': 0, 'bike': 10, 'car': 0, 'lorry': 0}]",Feature
